date_observed,search_term,store,product_title,product_url,package_size_text,package_size,package_unit,displayed_price,unit_price_text,listed_unit_price,listed_unit,is_variable_weight,sale_status,sale_price,regular_price,multi_buy_quantity,multi_buy_unit_price,single_item_price,category,product_family,comparison_group,product_form,attributes,standardized_unit,price_per_standard_unit,data_quality_warning,normalization_error,displayed_price_text,regular_price_text,regular_price_unit
2026-09-20,bananas,Metro Canada,"Baby Cereals, Rice & Banana, Stage 2",https://www.metro.ca/en/online-grocery/aisles/baby/food-formula/cereal/baby-cereals-rice-banana/p/065000138122,227 g,227.0,g,6.49,$0.03 / g,0.03,g,False,,,,,,,unknown,unknown,unsupported,unknown,,100g,2.859030837004405,,,$6.49 ea.,,
2026-09-20,bananas,Metro Canada,"Oat Banana Mango Baby Cereal, Stage 3",https://www.metro.ca/en/online-grocery/aisles/baby/food-formula/cereal/oat-banana-mango-baby-cereal/p/065000133615,227 g,227.0,g,6.49,$2.86 /100 g,2.86,100g,False,,,,,,,unknown,unknown,unsupported,unknown,,100g,2.859030837004405,,,$6.49 ea.,,
2026-09-20,bananas,Metro Canada,Strawberry and Banana Flavoured Smoothie,https://www.metro.ca/en/online-grocery/aisles/beverages/juices-drinks/smoothies-nectars/strawberry-and-banana-flavoured-smoothie/p/071464270605,946 mL,946.0,ml,5.99,$0.63 /100 ml,0.63,100ml,False,sale,5.99,7.49,,,,unknown,unknown,unsupported,unknown,,1L,6.331923890063425,,,$5.99 ea.,Regular price $7.49 ea.,
2026-09-20,bananas,Metro Canada,Chocolate-Banana Soft Baked Mini Cookies,https://www.metro.ca/en/online-grocery/aisles/snacks/sweet-snacks-candy/cookies-cakes/chocolate-banana-soft-baked-mini-cookies/p/687456283111,5x24 g - 120 g,120.0,g,3.99,$3.32 /100 g,3.32,100g,False,sale,3.99,4.99,,,,unknown,unknown,unsupported,unknown,,100g,3.325,,,$3.99 ea.,Regular price $4.99 ea.,
2026-09-20,bananas,Metro Canada,"Banana Ice Cream with Fudge Chunks and Walnuts, Chunky Monkey",https://www.metro.ca/en/online-grocery/aisles/frozen/ice-cream-treats/ice-cream/banana-ice-cream-with-fudge-chunks-and-walnuts/p/058779144524,473 mL,473.0,ml,5.99,$1.27 /100 ml,1.27,100ml,False,sale,5.99,7.49,,,,unknown,unknown,unsupported,unknown,,1L,12.66384778012685,,,$5.99 ea. +tx,Regular price $7.49 ea.,
2026-09-20,bananas,Metro Canada,"Multigrain, Yogurt, Apple, Pear and Banana Baby Cereal, 8+ Months",https://www.metro.ca/en/online-grocery/aisles/baby/food-formula/cereal/multigrain-yogurt-apple-pear-and-banana-baby-cereal/p/065000684452,227 g,227.0,g,6.49,$2.86 /100 g,2.86,100g,False,,,,,,,unknown,unknown,unsupported,unknown,,100g,2.859030837004405,,,$6.49 ea.,,
2026-09-20,pasta,Metro Canada,Fusilli Pasta,https://www.metro.ca/en/online-grocery/aisles/pantry/pasta-rice-beans/pasta/fusilli-pasta/p/059749893152,900 g,900.0,g,2.29,$0.25 /100 g,0.25,100g,False,,,,,,,pantry,pasta,dry_pasta,dry,,100g,0.2544444444444445,,,$2.29 ea.,,
2026-09-20,pasta,Metro Canada,Farfalle Pasta,https://www.metro.ca/en/online-grocery/aisles/pantry/pasta-rice-beans/pasta/farfalle-pasta/p/076808011128,410 g,410.0,g,2.49,$0.61 /100 g,0.61,100g,False,sale,2.49,2.99,,,,pantry,pasta,dry_pasta,dry,,100g,0.6073170731707317,,,$2.49 ea.,Regular price $2.99 ea.,
2026-09-20,pasta,Metro Canada,Fusilli Pasta,https://www.metro.ca/en/online-grocery/aisles/pantry/pasta-rice-beans/pasta/fusilli-pasta/p/055900001244,900 g,900.0,g,3.49,$0.39 /100 g,0.39,100g,False,,,,,,,pantry,pasta,dry_pasta,dry,,100g,0.38777777777777783,,,$3.49 ea.,,
2026-09-20,pasta,Metro Canada,Rigatoni Pasta,https://www.metro.ca/en/online-grocery/aisles/pantry/pasta-rice-beans/pasta/rigatoni-pasta/p/076808011111,410 g,410.0,g,2.49,$0.61 /100 g,0.61,100g,False,sale,2.49,2.99,,,,pantry,pasta,dry_pasta,dry,,100g,0.6073170731707317,,,$2.49 ea.,Regular price $2.99 ea.,
2026-09-20,pasta,Metro Canada,Spaghetti Pasta,https://www.metro.ca/en/online-grocery/aisles/pantry/pasta-rice-beans/pasta/spaghetti-pasta/p/055900001022,900 g,900.0,g,3.49,$0.39 /100 g,0.39,100g,False,,,,,,,pantry,pasta,dry_pasta,dry,,100g,0.38777777777777783,,,$3.49 ea.,,
2026-09-20,pasta,Metro Canada,Spaghetti Pasta,https://www.metro.ca/en/online-grocery/aisles/pantry/pasta-rice-beans/pasta/spaghetti-pasta/p/076808011012,410 g,410.0,g,2.49,$0.61 /100 g,0.61,100g,False,sale,2.49,2.99,,,,pantry,pasta,dry_pasta,dry,,100g,0.6073170731707317,,,$2.49 ea.,Regular price $2.99 ea.,
2026-09-20,pasta,Metro Canada,Rotini Pasta,https://www.metro.ca/en/online-grocery/aisles/pantry/pasta-rice-beans/pasta/rotini-pasta/p/059749893138,900 g,900.0,g,2.29,$0.25 /100 g,0.25,100g,False,,,,,,,pantry,pasta,dry_pasta,dry,,100g,0.2544444444444445,,,$2.29 ea.,,
2026-09-20,pasta,Metro Canada,Farfalle Pasta,https://www.metro.ca/en/online-grocery/aisles/pantry/pasta-rice-beans/pasta/farfalle-pasta/p/779921000665,450 g,450.0,g,3.49,$0.78 /100 g,0.78,100g,False,,,,,,,pantry,pasta,dry_pasta,dry,,100g,0.7755555555555557,,,$3.49 ea.,,
2026-09-20,pasta,Metro Canada,Penne Pasta,https://www.metro.ca/en/online-grocery/aisles/pantry/pasta-rice-beans/pasta/penne-pasta/p/059749969758,900 g,900.0,g,2.29,$0.25 /100 g,0.25,100g,False,,,,,,,pantry,pasta,dry_pasta,dry,,100g,0.2544444444444445,,,$2.29 ea.,,
2026-09-20,pasta,Metro Canada,Rigatoni Pasta,https://www.metro.ca/en/online-grocery/aisles/pantry/pasta-rice-beans/pasta/rigatoni-pasta/p/055900001350,900 g,900.0,g,3.49,$0.39 /100 g,0.39,100g,False,,,,,,,pantry,pasta,dry_pasta,dry,,100g,0.38777777777777783,,,$3.49 ea.,,
